username,follower_to_following_ratio,stars_per_repository,fork_to_repo_ratio,open_issues_per_repo,code_to_profile_age_ratio,push_to_total_events_ratio,repos_per_year,days_since_last_api_activity,days_since_last_code_push,average_days_between_events,profile_staleness_days,total_community_validation_count,total_starred_by_user,total_organization_connections,aggregate_codebase_footprint_kb,distinct_event_types_count,has_no_repos,is_b2b_affiliated,has_invested_profile,is_actively_hireable,has_external_gists,churned
jsierles,300.0,2.1166666666666667,0.8166666666666667,0.027777777777777776,0.02682163611980331,0.0,9.796602592758157,9999.0,605.0,6711.0,9.0,381.0,89.0,0.0,1067992.0,0.0,0,0,1,1,1,1
tweibley,31.5,0.9411764705882353,0.6470588235294118,12.882352941176471,0.002533154522425868,0.7142857142857143,0.9252346893160482,0.0,0.0,958.7142857142857,127.0,16.0,200.0,0.0,24035.0,3.0,0,0,0,0,1,0
peimei,25.0,3.6,0.2,1.2,0.0007450454477723141,0.0,0.27212784979883775,9999.0,1714.0,6711.0,2374.0,18.0,8.0,0.0,2566.0,0.0,0,0,0,0,0,1
brixen,25.8,2.7445255474452557,0.7445255474452555,0.06569343065693431,0.020414245268961406,0.4444444444444444,7.4563030844881535,3.0,37.0,745.6666666666666,176.0,376.0,200.0,2.0,2733353.0,3.0,0,1,0,1,1,0
tmornini,22.0,2.6470588235294117,0.0,0.11764705882352941,0.002533154522425868,1.0,0.9252346893160482,1.0,1.0,305.04545454545456,77.0,45.0,9.0,0.0,70855.0,1.0,0,0,0,0,1,0
outerim,42.0,0.6296296296296297,0.7407407407407407,0.18518518518518517,0.004023245417970496,0.0,1.4694903889137236,9999.0,985.0,6711.0,3.0,17.0,27.0,2.0,1894585.0,0.0,0,1,0,0,1,1
daksis,1.5081967213114753,0.16666666666666666,0.8333333333333334,0.0,0.000894054537326777,0.0,0.32655341975860525,2.0,1845.0,1118.5,33.0,1.0,200.0,0.0,21916.0,1.0,0,0,0,0,1,1
sr,3.123762376237624,9.22962962962963,0.6222222222222222,0.2814814814814815,0.02011622708985248,0.0,7.347451944568618,2.0,74.0,3355.5,4.0,1246.0,200.0,2.0,1105228.0,1.0,0,1,0,1,1,0
lifo,11.722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,6711.0,613.0,0.0,33.0,2.0,0.0,0.0,1,1,0,0,1,1
rsl,7.7272727272727275,28.390243902439025,0.5609756097560976,0.4878048780487805,0.006109372671732976,0.0,2.2314483683504696,6.0,194.0,2237.0,166.0,1164.0,49.0,0.0,466106.0,2.0,0,0,0,0,1,1
imownbey,1.696969696969697,1.605263157894737,0.7368421052631579,0.07894736842105263,0.011324690806139175,0.0,4.136343316942334,9999.0,101.0,6711.0,6.0,122.0,189.0,0.0,1532239.0,0.0,0,0,0,0,1,0
dylanegan,138.0,5.236363636363636,0.4,1.1818181818181819,0.008195499925495455,0.0,2.993406347787215,9999.0,1427.0,6711.0,134.0,288.0,34.0,0.0,11855152.0,0.0,0,0,0,0,1,1
jm,17.774193548387096,14.235294117647058,0.4411764705882353,0.4852941176470588,0.020265236179406943,0.0,7.401877514528386,20.0,21.0,1677.75,72.0,1936.0,144.0,2.0,1313076.0,3.0,0,1,1,0,1,0
kmarsh,3.3076923076923075,1.3709677419354838,0.5806451612903226,0.14516129032258066,0.009238563552376695,0.0,3.3743853375055877,11.0,537.0,3355.5,5.0,85.0,200.0,2.0,198980.0,1.0,0,1,0,0,1,1
jvantuyl,4.5,6.333333333333333,0.7126436781609196,0.19540229885057472,0.012963790791238265,0.14285714285714285,4.735024586499776,2.0,24.0,479.35714285714283,2.0,551.0,82.0,0.0,253715.0,9.0,0,0,0,1,1,0
BrianTheCoder,3.7096774193548385,1.6238532110091743,0.6513761467889908,0.01834862385321101,0.016241990761436446,0.0,5.932387125614662,9999.0,3747.0,6711.0,2047.0,177.0,200.0,0.0,584721.0,0.0,0,0,0,0,1,1
freeformz,6.35,1.567251461988304,0.7251461988304093,0.029239766081871343,0.02548055431381314,0.0,9.30677246312025,15.0,3.0,335.55,19.0,268.0,200.0,1.0,3774763.0,5.0,0,1,1,0,1,0
hassox,4.822784810126582,7.632911392405063,0.5886075949367089,0.36075949367088606,0.023543436149605124,0.2631578947368421,8.599240053643273,1.0,86.0,353.2105263157895,10.0,1206.0,200.0,2.0,651610.0,4.0,0,1,0,0,1,0
automatthew,5.875,5.0,0.23809523809523808,0.8095238095238095,0.0031296572280178838,0.0,1.1431073025335319,9999.0,1243.0,6710.0,1922.0,105.0,70.0,1.0,35867.0,0.0,0,1,0,0,1,1
queso,16.043478260869566,3.489130434782609,0.532608695652174,0.5652173913043478,0.013710879284649776,0.4,5.0078986587183305,7.0,2.0,1342.0,8.0,321.0,46.0,1.0,497908.0,4.0,0,1,0,1,1,0
lancecarlson,1.5046728971962617,1.9366197183098592,0.5563380281690141,0.09154929577464789,0.021162444113263786,0.0,7.729582712369597,5.0,84.0,2236.6666666666665,1.0,275.0,200.0,2.0,489340.0,1.0,0,1,0,1,1,0
drnic,131.42857142857142,6.9768451519536905,0.6700434153400868,0.35745296671490595,0.10298062593144561,0.0,37.61367362146051,9999.0,63.0,6710.0,13.0,4821.0,200.0,1.0,7187119.0,0.0,0,1,1,0,1,0
lukesutton,18.0,0.7222222222222222,0.3333333333333333,2.0,0.002682563338301043,0.0,0.979806259314456,1.0,1324.0,745.5555555555555,10.0,13.0,200.0,0.0,441988.0,3.0,0,0,0,0,1,1
danwrong,12.32258064516129,79.61764705882354,0.35294117647058826,4.264705882352941,0.005067819347145625,0.0,1.8510210165449397,9.0,224.0,6709.0,30.0,2707.0,42.0,0.0,78855.0,1.0,0,0,0,0,1,1
HamptonMakes,101.0,7.3164556962025316,0.5949367088607594,0.3037974683544304,0.01177522730660307,0.3217821782178218,4.300901773736772,4.0,12.0,33.21287128712871,6.0,578.0,66.0,3.0,1104086.0,9.0,0,1,1,1,1,0
jfrost,34.0,0.08333333333333333,0.6666666666666666,0.0,0.0017886421225219854,0.0,0.6533015352511552,9999.0,1419.0,6709.0,976.0,1.0,46.0,0.0,163130.0,0.0,0,0,0,0,1,1
mattetti,112.8,11.90228013029316,0.5342019543973942,0.3517915309446254,0.045759427634520795,0.0,16.713630943508722,8.0,10.0,3354.5,51.0,3654.0,200.0,3.0,6387045.0,2.0,0,1,1,0,1,0
ctennis,41.0,3.8,0.8,0.3,0.0014905351021016545,0.7857142857142857,0.5444179460426294,6.0,1288.0,159.73809523809524,13.0,38.0,3.0,0.0,44914.0,6.0,0,0,0,0,1,1
lawrencepit,8.5,6.7407407407407405,0.7037037037037037,0.37037037037037035,0.004024444775674467,0.0,1.4699284543150992,9999.0,552.0,6709.0,21.0,182.0,78.0,0.0,307191.0,0.0,0,0,0,0,1,1
marcjeanson,2.142857142857143,0.0967741935483871,0.6129032258064516,0.0,0.004620658816515129,0.0,1.687695632732151,9999.0,520.0,6709.0,19.0,3.0,22.0,0.0,26081.0,0.0,0,0,0,0,1,1
grempe,5.133333333333334,34.19565217391305,0.41304347826086957,1.8478260869565217,0.006856461469667611,0.25675675675675674,2.504322551796095,2.0,2.0,90.66216216216216,109.0,1573.0,200.0,0.0,136355.0,7.0,0,0,1,0,1,0
peterc,11.952380952380953,49.86,0.12,0.8,0.007453786523553965,0.4838709677419355,2.722495527728086,3.0,3.0,216.38709677419354,3.0,2493.0,200.0,0.0,105509.0,8.0,0,0,0,0,1,0
ministrycentered,23.0,1.375,0.8611111111111112,0.2361111111111111,0.01073345259391771,0.0,3.920393559928444,9999.0,1495.0,6708.0,74.0,99.0,0.0,0.0,393080.0,0.0,0,0,0,0,1,1
afarnham,2.4,0.14893617021276595,0.6808510638297872,0.0425531914893617,0.007006559332140727,0.0,2.5591457960644006,9999.0,109.0,6708.0,4.0,7.0,70.0,0.0,369262.0,0.0,0,0,0,0,1,0
up_the_irons,6.222222222222222,3.3877551020408165,0.6122448979591837,0.7551020408163265,0.007305799910541226,0.0,2.6684434173251828,27.0,93.0,6707.0,17.0,166.0,35.0,4.0,3160709.0,1.0,0,1,1,0,1,0
cristibalan,3.515151515151515,21.5,0.375,0.9166666666666666,0.0035783509765916206,0.0,1.3069926942000893,9999.0,584.0,6707.0,58.0,516.0,200.0,1.0,142055.0,0.0,0,1,0,1,1,1
heavysixer,3.15,31.363636363636363,0.36363636363636365,2.727272727272727,0.0032801550618756525,0.0,1.1980766363500819,9999.0,113.0,6707.0,25.0,690.0,169.0,1.0,698788.0,0.0,0,1,1,1,1,0
brosner,9.198198198198199,12.189655172413794,0.5172413793103449,0.8103448275862069,0.017295363053526167,0.0,6.3171313553004325,9999.0,50.0,6707.0,105.0,1414.0,20.0,2.0,7855305.0,0.0,0,1,0,0,1,0
danielmorrison,7.473684210526316,1.25,0.8333333333333334,0.2222222222222222,0.005367526464887431,0.0,1.9604890413001341,12.0,166.0,6707.0,65.0,45.0,31.0,2.0,793611.0,1.0,0,1,1,0,1,0
danielharan,3.2857142857142856,7.121212121212121,0.24242424242424243,0.15151515151515152,0.004920232592813478,0.0,1.797114954525123,9999.0,4664.0,6707.0,241.0,235.0,70.0,0.0,69408.0,0.0,0,0,0,0,1,1
kvnsmth,146.0,1.28125,0.78125,0.1875,0.0047711346354554944,0.0,1.7426569256001192,9999.0,1866.0,6707.0,360.0,41.0,200.0,0.0,248984.0,0.0,0,0,0,0,1,1
collectiveidea,78.0,99.76086956521739,0.3695652173913043,3.244565217391304,0.027434024153869092,0.0,10.020277322200686,9999.0,48.0,6707.0,202.0,18356.0,0.0,0.0,578345.0,0.0,0,0,0,0,1,0
canadaduane,9.625,4.034220532319392,0.5703422053231939,0.39543726235741444,0.039212762785149846,0.43103448275862066,14.32246160727598,2.0,109.0,115.63793103448276,134.0,1061.0,200.0,3.0,6503895.0,6.0,0,1,1,0,1,0
corasaurus-hex,45.666666666666664,1.24,0.42,0.74,0.007454897867899209,0.0,2.7229014462501864,6.0,12.0,1676.75,3.0,62.0,200.0,0.0,738378.0,2.0,0,0,0,0,1,0
dstrelau,2.909090909090909,0.5686274509803921,0.7058823529411765,0.5098039215686274,0.00760512973456606,0.8125,2.777773635550253,9.0,9.0,419.125,5.0,29.0,200.0,1.0,833178.0,3.0,0,1,0,0,1,0
sunny,2.5364238410596025,5.848,0.704,0.32,0.03728004771846108,0.13043478260869565,13.616537429167908,6.0,6.0,291.5652173913044,74.0,1462.0,200.0,6.0,5915867.0,7.0,0,1,1,0,1,0
dkubb,144.5,38.0,0.3333333333333333,1.8333333333333333,0.008052490307187594,0.5625,2.941172084700268,0.0,0.0,419.125,1.0,2052.0,135.0,1.0,279429.0,6.0,0,1,0,1,1,0
jnicklas,109.125,10.582781456953642,0.5695364238410596,0.5562913907284768,0.02251714882195049,0.6666666666666666,8.224388607217417,13.0,0.0,745.1111111111111,12.0,1598.0,156.0,2.0,1335015.0,4.0,0,1,1,0,1,0
richcollins,19.0,1.1,0.7,0.8333333333333334,0.0044736057262153295,0.0,1.633984491500149,9999.0,190.0,6706.0,5.0,33.0,31.0,1.0,671670.0,0.0,0,1,0,0,1,1
simonjefford,15.0,1.7222222222222223,0.6111111111111112,0.34444444444444444,0.013420817178645988,0.0,4.901953474500447,9999.0,116.0,6706.0,238.0,155.0,48.0,0.0,759682.0,0.0,0,0,0,0,1,0
josh,13.44502617801047,38.546875,0.03125,0.0,0.009543692215926037,0.7045454545454546,3.4858335818669843,0.0,0.0,38.10227272727273,3.0,2467.0,200.0,0.0,2942691.0,6.0,0,0,0,0,0,0
stevedekorte,37.1578947368421,83.82352941176471,0.11764705882352941,0.8823529411764706,0.0025350432448553533,0.8428571428571429,0.9259245451834177,0.0,0.0,95.8,2.0,1425.0,140.0,1.0,256828.0,7.0,0,1,0,0,1,0
leahneukirchen,166.33333333333334,42.839622641509436,0.3632075471698113,0.7075471698113207,0.031613480465254994,0.6041666666666666,11.546823739934386,1.0,3.0,139.70833333333334,23.0,9082.0,50.0,2.0,36808935.0,6.0,0,1,0,0,1,0
jwreagor,9.142857142857142,1.8297872340425532,0.6595744680851063,0.3191489361702128,0.0070096942580164055,0.0,2.5602908277404923,9999.0,2440.0,6705.0,24.0,86.0,200.0,0.0,576019.0,0.0,0,0,0,0,1,1
technomancy,0.0,186.90140845070422,0.11267605633802817,3.380281690140845,0.010589112602535422,0.2653061224489796,3.867673378076063,2.0,6.0,68.41836734693878,14.0,13270.0,0.0,0.0,348439.0,8.0,0,0,0,0,1,0
kenphused,18.0,0.5,1.0,0.0,0.0002982848620432513,0.0,0.10894854586129754,9999.0,52.0,6705.0,5.0,1.0,7.0,0.0,3116.0,0.0,0,0,0,0,1,0
rubyist,409.0,19.846153846153847,0.32051282051282054,0.9102564102564102,0.011634844868735084,0.0,4.249627088305489,9999.0,126.0,6704.0,23.0,1548.0,117.0,1.0,89796.0,0.0,0,1,0,0,1,0
ogc,11.0,1.5,0.0,0.0,0.0002983293556085919,0.0,0.10896479713603818,9999.0,4904.0,6704.0,2309.0,3.0,0.0,0.0,3796.0,0.0,0,0,0,0,1,1
lazyatom,13.444444444444445,5.313725490196078,0.46078431372549017,0.30392156862745096,0.015214797136038186,0.5454545454545454,5.557204653937948,4.0,0.0,609.4545454545455,1.0,542.0,64.0,0.0,1366460.0,5.0,0,0,1,0,1,0
jdhuntington,3.0434782608695654,0.5471698113207547,0.49056603773584906,1.528301886792453,0.01581381470983142,0.0,5.775995822765926,9999.0,26.0,6703.0,41.0,58.0,57.0,3.0,786577.0,0.0,0,1,0,0,1,0
nwebb,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,6703.0,3046.0,0.0,9.0,0.0,0.0,0.0,1,0,0,0,0,1
nsutton,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,6703.0,2567.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1
sevenwire,12.0,61.5,0.5,0.42857142857142855,0.002088617037147546,0.0,0.7628673728181411,9999.0,2152.0,6703.0,104.0,861.0,0.0,0.0,2549.0,0.0,0,0,0,0,1,1
brandonarbini,7.6,2.2857142857142856,0.14285714285714285,0.14285714285714285,0.001044308518573773,0.0,0.38143368640907055,9999.0,128.0,6703.0,5.0,16.0,23.0,2.0,31065.0,0.0,0,1,0,0,1,0
al3x,20.452830188679247,10.74468085106383,0.5106382978723404,0.1702127659574468,0.007011785767566761,0.0,2.5610547516037596,9999.0,1439.0,6703.0,55.0,505.0,200.0,0.0,202220.0,0.0,0,0,0,0,1,1
toolmantim,7.313432835820896,9.355140186915888,0.4953271028037383,1.0,0.015963001641056244,0.5,5.830486349395793,3.0,55.0,1675.75,10.0,1001.0,149.0,3.0,2751358.0,2.0,0,1,0,0,1,0
nicksieger,15.571428571428571,5.318181818181818,0.7363636363636363,0.15454545454545454,0.016410562434730717,0.13333333333333333,5.993957929285394,4.0,10.0,446.8666666666667,33.0,585.0,200.0,6.0,3832177.0,6.0,0,1,0,0,1,0
jicksta,8.916666666666666,6.862745098039215,0.45098039215686275,0.17647058823529413,0.00760853349246606,0.0,2.7790168581232284,9999.0,1644.0,6703.0,102.0,350.0,200.0,1.0,114851.0,0.0,0,1,0,1,1,1
joshsusser,28.363636363636363,41.8,0.2,1.2,0.001491869312248247,0.0,0.5449052662986722,9999.0,5136.0,6703.0,84.0,418.0,75.0,1.0,3246.0,0.0,0,1,0,0,1,1
jcrosby,11.222222222222221,17.785714285714285,0.5714285714285714,0.14285714285714285,0.004177234074295092,0.5,1.5257347456362822,19.0,111.0,3351.5,59.0,498.0,100.0,1.0,26426.0,2.0,0,1,0,0,1,0
thewoolleyman,2.9272727272727272,1.4137931034482758,0.41810344827586204,0.09482758620689655,0.03461136804415933,0.18666666666666668,12.641802178129195,0.0,0.0,22.343333333333334,3.0,328.0,200.0,3.0,1686636.0,4.0,0,1,1,0,1,0
technicalpickles,5.177339901477833,12.556372549019608,0.678921568627451,0.3872549019607843,0.06086826793972848,0.3277777777777778,22.232134864985827,0.0,0.0,37.23888888888889,21.0,5123.0,200.0,2.0,4896908.0,11.0,0,1,1,0,1,0
halbtuerke,2.264705882352941,1.0759493670886076,0.7088607594936709,0.1518987341772152,0.011787526111608475,0.0,4.305393912264996,11.0,200.0,3351.0,22.0,85.0,200.0,0.0,365593.0,1.0,0,0,0,0,1,1
ryanb,80.14432989690722,338.64864864864865,0.3108108108108108,13.256756756756756,0.01104148015517756,1.0,4.032900626678603,2.0,2.0,3351.0,93.0,25060.0,200.0,2.0,175081.0,1.0,0,1,0,0,1,0
cnix,2.45,1.12,0.56,0.04,0.0037302297821545805,0.0,1.3624664279319605,9999.0,123.0,6702.0,0.0,28.0,38.0,0.0,529685.0,0.0,0,0,0,0,1,0
tpitale,2.028169014084507,26.340425531914892,0.2978723404255319,1.7659574468085106,0.007012831990450612,0.0,2.561436884512086,9999.0,151.0,6702.0,139.0,1238.0,200.0,2.0,2218812.0,0.0,0,1,0,1,1,0
cdcarter,3.6,1.2307692307692308,0.5494505494505495,0.5054945054945055,0.013578036407042674,0.0,4.959377797672336,9999.0,917.0,6702.0,542.0,112.0,32.0,0.0,698818.0,0.0,0,0,0,0,1,1
atduskgreg,18.512820512820515,14.921052631578947,0.2631578947368421,0.5570175438596491,0.03401969561324977,0.0,12.425693822739479,9999.0,1098.0,6702.0,1019.0,3402.0,200.0,0.0,3903938.0,0.0,0,0,0,0,1,1
heff,37.666666666666664,0.8354430379746836,0.6708860759493671,0.06329113924050633,0.011787526111608475,0.0,4.305393912264996,6.0,61.0,478.7142857142857,0.0,66.0,134.0,7.0,742622.0,5.0,0,1,1,0,1,0
entryway,10.0,1.7142857142857142,0.14285714285714285,0.8571428571428571,0.001044620205939412,0.0,0.38154753021937027,9999.0,1115.0,6701.0,2567.0,12.0,0.0,0.0,22054.0,0.0,0,0,0,0,1,1
aflatter,2.375,4.391304347826087,0.7536231884057971,0.2898550724637681,0.010296970601402776,0.0,3.760968512162364,9999.0,494.0,6701.0,21.0,303.0,184.0,3.0,364664.0,0.0,0,1,0,0,1,1
schofield,29.0,0.1111111111111111,1.0,0.0,0.0026861662438442025,0.0,0.9811222205640949,9999.0,914.0,6701.0,48.0,2.0,5.0,0.0,86772.0,0.0,0,0,0,0,1,1
rbazinet,0.4642857142857143,0.6530612244897959,0.7346938775510204,0.3877551020408163,0.007312341441575884,0.3333333333333333,2.6708327115355917,2.0,23.0,223.36666666666667,11.0,32.0,200.0,1.0,239054.0,6.0,0,1,1,1,1,0
tranqy,2.6363636363636362,1.8181818181818181,0.5757575757575758,0.06060606060606061,0.004924638113714371,0.025,1.798724071034174,2.0,9.0,167.525,56.0,60.0,200.0,0.0,767380.0,3.0,0,0,1,0,1,0
robey,33.11764705882353,0.0,1.0,0.0,0.00014923145799134458,0.0,0.05450679003133861,12.0,283.0,6701.0,97.0,0.0,200.0,0.0,290.0,1.0,0,0,0,0,1,1
